"cd_UGestora","dt_Ano","nu_Contrato","nu_Aditivo","dt_Assinatura","de_Motivo","vl_Aditivo","dt_MesAno","dt_Aditado"
"201057","2016","106912014","00062016","20/5/2016 00:00:00","JUSTIFICA-SE POR NECESSIDADE ALTERACAO DA PLANILHA DE QUANTITATIVOS COM O OBJETIVO DE MELHORAR O OBJETO.                                                                                                ","65324,5400","052016","2/9/2016 00:00:00"
"201057","2015","107112014","00012015","30/1/2015 00:00:00","CONSIDERANDO A GRANDE DIFICULDADE DE MAO DE OBRA ESPECIALIZADA E ADQUIRIR MATERIAL PARA ANDAMENTO DOS SERVICOS.","0,0000","022015","30/4/2015 00:00:00"
"201057","2015","107112014","00022015","27/4/2015 00:00:00","FALTA DE REPASSE DE RECURSO POR PARTE DO DO MINISTERIO DA SAUDE OS SERVICOS PARALISARAM.","0,0000","052015","27/8/2015 00:00:00"
"201057","2015","107112014","00032015","25/8/2015 00:00:00","CONSIDERANDO FALTA DE REPASSE DE RECURSO POR PARTE DO MINISTERIO DA SAUDE OS SERVICOS PARALISARAM.","0,0000","082015","25/12/2015 00:00:00"
"201057","2016","107112014","00042016","22/12/2015 00:00:00","FALTA DE REPASSE DE RECURSO POR PARTE DO MINISTERIO DA SAUDE.                                                                                                                                           ","0,0000","012016","22/4/2016 00:00:00"
"201057","2016","107112014","00052016","18/4/2016 00:00:00","FALTA DE REPASSE DE RECURSO POR PARTE DO MINISTERIO DA SAUDE.                                                                                                                                           ","0,0000","052016","22/8/2016 00:00:00"
"201057","2015","111012014","00012015","18/3/2015 00:00:00","CONSIDERANDO ALTERACAO NO PROJETO INICIAL DA OBRA PARA REGULARIZACAO DO TERRENO, OCASIONANDO O ATRASO NA OBRA","0,0000","042015","17/7/2015 00:00:00"
"201057","2015","111012014","00022015","15/7/2015 00:00:00","CONSIDERANDO FALTA DE REPASSE DO MINISTERIO DA SAUDE.","0,0000","082015","14/11/2015 00:00:00"
"201057","2015","111012014","00032015","10/11/2015 00:00:00","CONSIDERANDO FALTA DE REPASSE DO MINISTERIO DA SAUDE, OCASIONANDO O ATRASO NA OBRA.","0,0000","122015","10/5/2016 00:00:00"
"201057","2016","111012014","00042016","8/3/2016 00:00:00","CONSIDERANDO A DEMORA NO REPASSE DO MINISTERIO DA SAUDE, O QUAL SO CREDITADO NO MES DE FEVEREIRO DE 2016                                                                                                ","0,0000","032016","8/7/2016 00:00:00"
"201057","2015","178012014","00012015","10/2/2015 00:00:00","CONSIDERANDO NECESSIDADE DE ALTERACAO NO PROJETO INICIAL, OCASIONANDO ATRASO NA OBRA.","0,0000","032015","9/5/2015 00:00:00"
"201057","2015","178012014","00022015","5/5/2015 00:00:00","CONSIDERANDO QUE O MATERIAL ADQUIRIDO PARA EXECUCAO DA OBRA ENTREGUE PELO FORNECEDOR CHEGOU DANIFICADO E FEZ-SE NECESSARIO A TROCA, OCASIONANDO O ATRASO NA OBRA.","0,0000","052015","5/8/2015 00:00:00"
"201057","2015","178012014","00032015","31/7/2015 00:00:00","CONSIDERANDO READEQUACAO NA PLANILHA PARA MELHOR QUALIDADE DO OBJETO.","29740,0200","082015","30/8/2015 00:00:00"
"201057","2015","185012014","00012015","13/3/2015 00:00:00","CONSIDERANDO O PERIODO CHUVOSO OCORREU ATRASO NA EXECUCAO DA OBRA.","0,0000","042015","13/8/2015 00:00:00"
"201057","2015","185012014","00022015","12/8/2015 00:00:00","CONSIDERANDO ESCASSEZ DE MAO DE OBRA QUALIFICADA.","0,0000","082015","12/2/2016 00:00:00"
"201057","2016","185012014","00032016","10/2/2016 00:00:00","JUSTIFICA-SE DEVIDO A NECESSIDADE  DE RECUPERACAO DE ESGOTOS NO PERIODO DAS CHUVAS E CONSTRUCAO DE REDE DE ESGOTOS PARA CONCLUSAO DE PAVIMENTACOES DE RUAS DESTA CIDADE.                                ","0,0000","022016","10/8/2016 00:00:00"
"201057","2015","186012014","00012015","29/12/2014 00:00:00","CONSIDERANDO A NECESSIDADE DE MODIFICACAO NO PROJETO PROPOSTA, PARA UM MELHOR FUNCIONAMENTO E QUALIDADE DA OBRA.","0,0000","012015","15/4/2015 00:00:00"
"201057","2015","186012014","00022015","15/4/2015 00:00:00","A EMPRESA CL CONSTRUCOES E SERVICOS LTDA, ORA CONTRATADA, ALEGA QUE A ALTERACAO DO PROJETO INICIAL JUSTIFICA A NECESSIDADE DE UMA PRORROGACAO DO PRAZO.","0,0000","052015","15/7/2015 00:00:00"
"201057","2015","186012014","00032015","10/7/2015 00:00:00","CONSIDERANDO QUE HOUVE ALTERACAO NO PROJETO PARA READEQUACAO DA PLANILHA DE QUANTITATIVOS DA OBRA","0,0000","072015","10/10/2015 00:00:00"
"201057","2015","186012014","00042015","7/10/2015 00:00:00","CONSIDERANDO ALTERACAO NO PROJETO INICIAL, READEQUACAO DA PLANILHA DE QUANTITATIVOS DOS SERVICOS DA COBERTURA DA ENTRADA, MELHORANDO A QUALIDADE DO OBJETO.","52808,7200","122015","7/1/2016 00:00:00"
"201057","2016","186012014","00052016","28/12/2015 00:00:00","CONSIDERANDO ALTERACAO DA COBERTA PARA READEQUACAO DA PLANILHA DE QUANTITATIVOS DA OBRA, MELHORANDO A QUALIDADE DO OBJETO.                                                                              ","0,0000","012016","28/3/2016 00:00:00"
"201057","2014","B00412013","00012014","3/6/2014 00:00:00","PRAZO DE VIGÊNCIA","0,0000","062014","3/10/2014 00:00:00"
"201057","2014","D00412013","00012014","3/6/2014 00:00:00","PRAZO DE VIGÊNCIA","0,0000","062014","3/10/2014 00:00:00"
"201058","2012","000192012","00012012","27/7/2012 00:00:00","Obra do Sistema de Abastecimento d agua da Localidade de Pedra d agua.","359952,4200","002013","31/12/2012 00:00:00"
"201058","2012","000322011","00012012","31/12/2011 00:00:00","Pavimentação em Paralelepipedoem diversas ruas do Municipio.","145320,7100","002013","31/12/2012 00:00:00"
"201058","2012","000392012","00012012","18/6/2012 00:00:00","Contratacao de Empresa para a Construcao da Quadra de Esportes da Escola Jose Cabral de Souza.","149068,0500","002013","30/11/2012 00:00:00"
"201058","2012","000402012","00012012","31/7/2012 00:00:00","Prorrogação do Prazo de entrega.","0,0000","002013","31/12/2012 00:00:00"
"201058","2014","000402012","00022012","31/12/2012 00:00:00","Aditivo correspondente ao reconhecimento de divida.","0,0000","112014","30/11/2014 00:00:00"
"201058","2012","000482012","00012012","31/7/2012 00:00:00","Prorrogação de conclusão da Obra.","0,0000","002013","31/12/2012 00:00:00"
"201058","2012","000522011","00012012","31/12/2011 00:00:00","Construção de Escola infantil tipo proinfancia tipo C.","620111,0500","002013","31/12/2012 00:00:00"
"201058","2012","000572012","00012012","1/10/2012 00:00:00","Aquisicao de horas de trator.","9212,5000","002013","31/12/2012 00:00:00"
"201058","2012","000602011","00022012","21/4/2012 00:00:00","O objeto deste contrato é para reforma da Praça José Marques Queiroga deste município.","183252,4300","002013","31/12/2012 00:00:00"
"201058","2014","000722014","00000001","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","092014","11/2/2015 00:00:00"
"201058","2014","000722014","00012014","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","102014","11/2/2015 00:00:00"
"201058","2015","000722014","00022015","6/2/2015 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","112015","5/7/2015 00:00:00"
"201058","2015","000722014","00032015","3/7/2015 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","112015","2/12/2015 00:00:00"
"201058","2016","000722014","00042016","1/12/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP007.01/2014 QUE TEM POR OBJETO A AQUISICAO DE PATRULHA MECANIZADA, FIRMADO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA., EM VIRTUDE DO RETAR","0,0000","012016","1/5/2016 00:00:00"
"201058","2015","001212014","00012015","15/12/2014 00:00:00","CONSIDERANDO QUE A EMPRESA JOSE LEONIDAS VIDAL DE NEGREIROS, SAGROU-SE VENCEDORA DO PREGAO PRESENCIAL N. 012/2014, E TENDO SIDO O OBJETO A ELA ADJUDICADO E HOMOLOGADO, POR TER OFERECIDO O MENOR PRECO","13850,0000","042015","31/12/2014 00:00:00"
"201058","2013","001812013","00012013","9/12/2013 00:00:00","Prorrogação do prazo de vigência em virtude de fato excepcional, motivado pelo atraso na liberação dos recursos.","0,0000","122013","31/5/2014 00:00:00"
"201058","2014","007022014","00000001","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME., RESG","0,0000","092014","11/2/2015 00:00:00"
"201058","2014","007022014","00012014","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME., RESG","0,0000","102014","11/2/2015 00:00:00"
"201058","2014","007022014","00022014","3/10/2014 00:00:00","A SECRETARIA MUNICIPAL DE AGRICULTURA, CONSIDERANDO A NECESSIDADE DE AQUISICAO DE PATRULHA MECANIZADA, OBJETO DO PROCESSO LICITATORIO QUE ORIGINOU O CONTRATO ACIMA CITADO, VEM RESPEITOSAMENTE APRESENT","-990,0000","102014","12/9/2014 00:00:00"
"201058","2015","007022014","00032015","10/12/2014 00:00:00","A SECRETARIA MUNICIPAL DE AGRICULTURA, CONSIDERANDO A NECESSIDADE DE AQUISICAO DE PATRULHA MECANIZADA, OBJETO DO PROCESSO LICITATORIO QUE ORIGINOU O CONTRATO ACIMA CITADO, VEM RESPEITOSAMENTE APRESENT","-15400,0000","042015","12/9/2014 00:00:00"
"201058","2015","007022014","00042015","6/2/2015 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME, RESGU","0,0000","112015","5/7/2015 00:00:00"
"201058","2014","008012014","00000001","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME., RESG","0,0000","092014","11/2/2015 00:00:00"
"201058","2014","008012014","00012014","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME., RESG","0,0000","102014","11/2/2015 00:00:00"
"201058","2015","008012014","00022015","6/2/2015 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME, RESGU","0,0000","112015","5/7/2015 00:00:00"
"201058","2015","008012014","00032015","3/7/2015 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME, RESGU","0,0000","112015","2/12/2015 00:00:00"
"201058","2016","008012014","00042016","1/12/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP008.02/2014 QUE TEM POR OBJETO A AQUISICAO DE PATRULHA MECANIZADA, FIRMADO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME EM VIRTUDE DO RETARDO NA LIBERAC","0,0000","012016","1/5/2016 00:00:00"
"201058","2014","008022014","00000001","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","092014","11/2/2015 00:00:00"
"201058","2014","008022014","00012014","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","102014","11/2/2015 00:00:00"
"201058","2015","008022014","00022015","6/2/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP008.01/2014 QUE TEM POR OBJETO A AQUISICAO DE PATRULHA MECANIZADA, FIRMADO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA., EM VIRTUDE DO RETAR","0,0000","042015","5/7/2015 00:00:00"
"201058","2014","009012014","00000001","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME., RESG","0,0000","092014","11/2/2015 00:00:00"
"201058","2014","009012014","00012014","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME., RESG","0,0000","102014","11/2/2015 00:00:00"
"201058","2014","009012014","00022014","3/10/2014 00:00:00","A SECRETARIA MUNICIPAL DE AGRICULTURA, CONSIDERANDO A NECESSIDADE DE AQUISICAO DE PATRULHA MECANIZADA, OBJETO DO PROCESSO LICITATORIO QUE ORIGINOU O CONTRATO ACIMA CITADO, VEM RESPEITOSAMENTE APRESENT","-6600,0000","102014","12/9/2014 00:00:00"
"201058","2015","009012014","00032015","6/2/2015 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME, RESGU","0,0000","112015","5/7/2015 00:00:00"
"201058","2016","009012014","00052016","1/12/2015 00:00:00","DIANTE        DA      EMINENCIA  EXPIRACAO     DO CONTRATO N PP009.02/2014 QUE TEM POR OBJETO A AQUISICAO DE PATRULHA MECANIZADA, FIRMADO COM A EMPRESA PAULO ERNESTO DO REGO FILHO  ME EM VIRTUDE DO RE","0,0000","012016","1/5/2016 00:00:00"
"201058","2014","009022014","00000001","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","092014","11/2/2015 00:00:00"
"201058","2014","009022014","00012014","12/9/2014 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO AQUISICAO DE PATRULHA MECANIZADA, A ESCOLHA PELO ADITIVO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS","0,0000","102014","11/2/2015 00:00:00"
"201058","2015","009022014","00022015","6/2/2015 00:00:00","DIANTE        DA      EMINENCIA  EXPIRACAO     DO CONTRATO N PP009.01/2014 QUE TEM POR OBJETO A AQUISICAO DE PATRULHA MECANIZADA, FIRMADO COM A EMPRESA BASE MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA., EM","0,0000","042015","5/7/2015 00:00:00"
"201058","2015","010012014","00012015","16/1/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP001.1/2014 QUE TEM POR OBJETO A CONSTRUCAO DE UNIDADE BASICA DE SAUDE NO MUNICIPIO DE CATURITE  PB., FIRMADO COM A EMPRESA GF CONSTRUCOES LTDA - ME, EM V","0,0000","042015","15/11/2015 00:00:00"
"201058","2015","010012014","00022015","13/1/2015 00:00:00","DIANTE        DA      EMINENCIA  EXPIRACAO     DO CONTRATO N TP001.1/2014 QUE TEM POR OBJETO A CONSTRUCAO DE UNIDADE BASICA DE SAUDE NO MUNICIPIO DE CATURITE  PB., FIRMADO COM A EMPRESA GF CONSTRUCOES","0,0000","042015","15/11/2015 00:00:00"
"201058","2015","010012014","00032015","13/11/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP001.1/2014 QUE TEM POR OBJETO A CONSTRUCAO DE UNIDADE BASICA DE SAUDE NO MUNICIPIO DE CATURITE  PB., FIRMADO COM A EMPRESA GF CONSTRUCOES LTDA - ME, EM V","0,0000","122015","14/9/2016 00:00:00"
"201058","2015","010012014","20012015","16/1/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP001.1/2014 QUE TEM POR OBJETO A CONSTRUCAO DE UNIDADE BASICA DE SAUDE NO MUNICIPIO DE CATURITE  PB., FIRMADO COM A EMPRESA GF CONSTRUCOES LTDA - ME, EM V","0,0000","022015","15/11/2015 00:00:00"
"201058","2014","011022014","00012014","4/11/2014 00:00:00","CONSIDERANDO QUE A EMPRESA MANOEL CORDEIRO COSTA - ME, SAGROU-SE VENCEDORA DO PREGAO PRESENCIAL N. 011/2014, E TENDO SIDO O OBJETO A ELA ADJUDICADO E HOMOLOGADO, POR TER OFERECIDO O MENOR PRECO PARA O","12748,1800","122014","31/12/2014 00:00:00"
"201058","2014","015012014","00012014","8/10/2014 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP015.01/2014 QUE TEM POR OBJETO A CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS COM ESCAVADEIRA HIDRAULICA E DE CAMINHOES BASCULANTE, PARA SERVICOS","0,0000","112014","7/1/2015 00:00:00"
"201058","2014","020012014","00012014","4/11/2014 00:00:00","CONSIDERANDO QUE A EMPRESA MANOEL CORDEIRO COSTA - ME, SAGROU-SE VENCEDORA DO PREGAO PRESENCIAL N. 002/2014, E TENDO SIDO O OBJETO A ELA ADJUDICADO E HOMOLOGADO, POR TER OFERECIDO O MENOR PRECO PARA O","21750,6500","122014","14/3/2015 00:00:00"
"201058","2015","020012014","00012015","16/1/2015 00:00:00","CONFORME EXPLICITADO NA SOLICITACAO DE CONTRATACAO, PARA PRORROGACAO DO CONTRATO DESTINADO CONSTRUCAO DE UMA QUADRA ESCOLAR COBERTA COM VESTUARIO NO MUNICIPIO DE CATURITE - PB, A ESCOLHA PELO ADITIVO","0,0000","112015","15/11/2015 00:00:00"
"201058","2015","020012014","00022015","13/11/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP 002.01/2014 QUE TEM POR OBJETO A CONSTRUCAO DE QUADRA COBERTA COM VESTUARIO, FIRMADO COM A EMPRESA ESTRUCTURAL ENGENHARIA LTDA. ME, EM VIRTUDE DO RETARD","0,0000","122015","14/9/2016 00:00:00"
"201058","2013","050012013","00012013","1/10/2013 00:00:00","Aditivo de acrescimo no valor.","17564,3100","102013","1/3/2014 00:00:00"
"201058","2013","060012013","00012013","2/12/2013 00:00:00","Acréscimo no valor, correspondente a cerca de 25,0% do valor total do contrato.","7872,0700","122013","31/12/2013 00:00:00"
"201058","2016","101012015","00012016","4/3/2016 00:00:00","A SECRETARIA MUNICIPAL DE EDUCACAO, CONSIDERANDO A NECESSIDADE DE AMPLIACAO EM DIVERSAS ESCOLAS NO MUNICIPIO DE CATURITE, OBJETO DO PROCESSO LICITATORIO QUE ORIGINOU O CONTRATO ACIMA CITADO, VEM RESPE","20584,6700","052016","28/5/2016 00:00:00"
"201058","2013","130012013","00012013","18/10/2013 00:00:00","Prorrogaçao do prazo de vigência.","0,0000","102013","18/3/2014 00:00:00"
"201058","2015","201012014","00012015","16/1/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP001.1/2014 QUE TEM POR OBJETO A CONSTRUCAO DE UNIDADE BASICA DE SAUDE NO MUNICIPIO DE CATURITE  PB., FIRMADO COM A EMPRESA GF CONSTRUCOES LTDA - ME, EM V","0,0000","042015","15/11/2015 00:00:00"
"201058","2015","201012014","00022015","13/11/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP 001.01/2014 QUE TEM POR OBJETO A CONSTRUCAO DE UMA UNIDADE DE SAUDE NO MUNICIPIO DE CATURITE, FIRMADO COM A EMPRESA GF CONSTRUCOES LTDA. ME, EM VIRTUDE","0,0000","122015","14/9/2016 00:00:00"
"201058","2016","201012015","00012016","17/12/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP 20101/2015 QUE TEM POR OBJETO A CONSTRUCAO DE UMA QUADRA ESCOLAR, FIRMADO COM A EMPRESA POLIGONAL PROJETOS E CONSTRUCOES LTDA  - ME, EM VIRTUDE DO FATO ","0,0000","012016","22/7/2016 00:00:00"
"201058","2015","202012015","00012015","27/11/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP 20201/2015 QUE TEM POR OBJETO A REFORMA E AMPLIACAO DO CAMPO DE FUTEBOL, FIRMADO COM A EMPRESA ESTRUCTURAL ENGENHARIA LTDA. ME, EM VIRTUDE DO RETARDO NA","0,0000","122015","27/5/2016 00:00:00"
"201058","2016","203012015","00012016","22/1/2016 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N TP 20301/2015 QUE TEM POR OBJETO A PAVIMENTACAO EM PARALELEPIPEDOS DAS RUAS DO DISTRITO DE CURRALINHO NO MUNICIPIO DE CATURITE - PB, FIRMADO COM A EMPRESA ","0,0000","022016","22/7/2016 00:00:00"
"201058","2016","204012015","00012016","18/4/2016 00:00:00","A SECRETARIA MUNICIPAL DE EDUCACAO, CONSIDERANDO A NECESSIDADE DE CONCLUSAO DA CONSTRUCAO DE ESCOLA DE EDUCACAO INFANTIL DO PROGRAMA PROINFANCIA - ESPACO EDUCATIVO INFANTIL TIPO C, OBJETO DO PROCESSO ","16204,9500","052016","28/5/2016 00:00:00"
"201058","2015","516012015","00012015","16/11/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N DP 51601/2015 QUE TEM POR OBJETO O ABASTECIMENTO DE AGUA ATRAVES DE CARROS PIPAS, FIRMADO COM FRANCISCO DE SALES CABRAL, EM VIRTUDE DO RETARDO NA LIBERACAO","0,0000","122015","16/2/2016 00:00:00"
"201058","2015","517012015","00012015","16/11/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N DP 51701/2015 QUE TEM POR OBJETO O ABASTECIMENTO DE AGUA ATRAVES DE CARROS PIPAS, FIRMADO COM SAULO PEREIRA DE BRITO, EM VIRTUDE DO RETARDO NA LIBERACAO DO","0,0000","122015","16/2/2016 00:00:00"
"201058","2016","601012015","00012016","14/12/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP 60101/2015 QUE TEM POR OBJETO A CONSTRUCAO DE UMA QUADRA ESCOLAR, FIRMADO COM A EMPRESA DJ COMBUSTIVEIS LTDA, EM VIRTUDE DO FATO SUPERVENIENTE E ESTRANH","0,0000","012016","14/1/2016 00:00:00"
"201058","2016","605012015","00012016","13/4/2016 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP 60501/2015 QUE TEM POR OBJETO A AQUISICAO DE MEDICAMENTOS, FIRMADO COM A EMPRESA LARMED DISTR. DE MEDICAMENTOS E MAT. MEDICO HOSP. LTDA, EM VIRTUDE DO F","0,0000","052016","28/5/2016 00:00:00"
"201058","2016","612012015","00012016","28/12/2015 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP 61201/2015 QUE TEM POR OBJETO A AQUISICAO DE MATERIAL DE USO CLINICO, FIRMADO COM A EMPRESA LARMED DISTR. DE MEDICAMENTOS E MAT. MEDICO HOSP. LTDA, EM V","0,0000","012016","28/2/2016 00:00:00"
"201058","2016","625032015","00012016","8/3/2016 00:00:00","DIANTE  DA EMINENCIA EXPIRACAO DO CONTRATO N PP 62503/2015 QUE TEM POR OBJETO A AQUISICAO DE EQUIPAMENTOS DA SAUDE, FIRMADO COM A EMPRESA EDILANE DA COSTA CARVALHO - ME, EM VIRTUDE DO FATO SUPERVENIEN","0,0000","052016","6/6/2016 00:00:00"
"201058","2015","626012014","00012015","29/12/2014 00:00:00","CONSIDERANDO QUE O OBJETO DO CONTRATO ORA ADITIVADO, TRATA-SE DA AQUISICAO DE FARDAMENTOS, NECESSARIOS A ADMINISTRACAO PARA O DESEMPENHO DE SUAS ATRIBUICOES;     CONSIDERANDO QUE NECESSIDADE DE PRORRO","0,0000","042015","29/3/2015 00:00:00"
"201058","2013","CC2212013","00012013","31/10/2013 00:00:00","Prorrogação do prazo.","0,0000","112013","31/1/2014 00:00:00"
"201058","2013","CC2812013","00012013","2/12/2013 00:00:00","Acréscimo no valor, correspondente a cerca de 25,0% do valor total do contrato.","1839,4300","122013","31/12/2013 00:00:00"
"201058","2013","CV2512013","00012013","2/12/2013 00:00:00","Acréscimo no valor, correspondente a cerca de 25,0% do valor total do contrato.","16344,0900","122013","31/12/2013 00:00:00"
"201058","2013","DL1612013","00012013","2/12/2013 00:00:00","Acréscimo no valor, correspondente a cerca de 25,0% do valor total do contrato.","27444,1100","122013","31/12/2013 00:00:00"
"201058","2013","P04012013","00012013","1/11/2013 00:00:00","Acressimo no valor de R$ 7.312,50, correspondente a cerca de 25,0% do valor total do contrato.","7312,5000","112013","31/12/2013 00:00:00"
"201059","2013","000012013","00012013","1/3/2013 00:00:00","Contratação emergencial de empresa visando a coelta e transporte de lixo domiciliar, coleta e transporte de resíduosa de podação, varrição manual de ruas, avenidas, praças e becos pavimentados, capina","288511,6200","032013","1/6/2013 00:00:00"
